id,name,geocode_status,score,matched_query,city,region,lat,lng,matched_address,image_status,image_file,image_match_score,image_search,image_source,image_license,generated_update
02327ceb-e29b-4d7e-8904-dd4c8f1c7944,Bishoftu Town Crater Lake City Circuit,matched,0.808,"bishoftu, Ethiopia",Bishoftu,Oromia,8.750004,38.981734,"Bishoftu, East Shewa, Oromia Region, 1034, Ethiopia",disabled,,,,,,True
0255ec62-2fd1-40be-ac57-209276df35e9,Massacre Memorial of Wondo Genet,matched,0.753,"wondo genet, Ethiopia",Wondo Genet,Sidama,7.0854757,38.6141113,"Wondo Genet, Sidama, Ethiopia",disabled,,,,,,True
02890b20-0688-473d-98ed-09a1e4d3a042,Bishoftu Natural Hot Springs Wellness Retreats,matched,0.808,"bishoftu, Ethiopia",Bishoftu,Oromia,8.750004,38.981734,"Bishoftu, East Shewa, Oromia Region, 1034, Ethiopia",disabled,,,,,,True
02c8223e-334d-47e5-b354-7fca28aada4f,Sheka Forest Biosphere Reserve,review,0.34,"sheka, Ethiopia",,South West Ethiopia Peoples,7.5073076,35.3585049,"Sheka, South West Ethiopia Peoples, Ethiopia",disabled,,,,,,False
032ca2c4-2e8c-4a0f-9b3e-0df565405328,Battlefield of Dogali Memorial Monument,matched,0.733,"dogali, Ethiopia",,South Ethiopia Regional State,5.33333,37.55,"Dogali, Segen Peoples', South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
037f40de-3fe9-4a23-9b9e-bf17b49de895,Bebeka Coffee Estate,no_match,,,,,,,,disabled,,,,,,False
0383471e-05bb-422a-872c-430f3ecf90b0,Bob Marley Statue & Imperial Square,no_match,,,,,,,,disabled,,,,,,False
039c265c-7824-4623-8e6a-455de2877896,Grand Palace Hotel Meeting Rooms,matched,0.85,"addis, Ethiopia",Addis Ababa,Addis Ababa,9.0358119,38.7524315,"Addis Ababa, Arada, Addis Ababa, 3578, Ethiopia",disabled,,,,,,True
03a350a1-6dbb-4dcb-a64a-20c725d254b9,Gondar City Center & Imperial Precincts,matched,0.822,"gondar, Ethiopia",Gonder,Amhara,12.610368,37.466766,"Gonder, North Gondar, Amhara Region, 6200, Ethiopia",disabled,,,,,,True
03b49d09-289b-46f3-a0a6-911ce7e8b65c,Chebera Churchura National Park,matched,0.816,"Chebera Churchura National Park, Ethiopia",,South West Ethiopia Peoples,6.9042595,36.7301591,"Chebera Churchura National Park, Konta Zone, South West Ethiopia Peoples, Ethiopia",disabled,,,,,,True
03fdc7fc-8467-46cf-a763-6e088fde3e14,Dembel City Center Ramp Outlets,matched,0.747,"dembel, Ethiopia",,Oromia,8.5423252,38.8553578,"Lake Dembel, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
03fee98a-a4f1-406e-ac0b-2db9aa5a2915,Mizan Teferi Agro-Forestry Training Projects,matched,0.755,"mizan teferi, Ethiopia",Aman,South West Ethiopia Peoples,6.9568642,35.5544431,"Mizan Teferi Airport, Mizan - Dima, Aman, Bench Sheko, South West Ethiopia Peoples, Ethiopia",disabled,,,,,,True
042b6c47-eb1e-4060-b3ae-61f66693e65e,Debre Libanos Monastery (Shewa),existing,,,,,,,,disabled,,,,,,False
04bb43b1-4136-46a9-923e-e6eb3baaa15d,Debre Libanos Historic Monastery Grounds,matched,0.752,"debre libanos, Ethiopia",Debre Libanos,Oromia,9.7295697,38.8167682,"Debre Libanos, North Shewa (Oromia Region), Oromia Region, Ethiopia",disabled,,,,,,True
04c8c45f-4738-457f-bf20-218105ff3170,Kambaata Highland Agriculture Terraces,matched,0.733,"kambata, Ethiopia",,Central Ethiopia Regional State,7.5,37.75,"Kambata, Hadiya, Central Ethiopia Regional State, Ethiopia",disabled,,,,,,True
04ea15b4-829e-4e66-9db0-208eb90ce212,Chencha Dorze Public Bamboo Trail,matched,0.777,"chencha, Ethiopia",Chencha,South Ethiopia Regional State,6.251095,37.572946,"Chencha, Gamo, South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
051f97af-5ce3-4bb0-853a-7c6ae6c5903b,Jan Meda Public Park,matched,0.72,"jan meda addis, Ethiopia",Gulale,Addis Ababa,9.0466103,38.7687405,"Jan Meda, Angola Street, Gulale, Addis Ababa, 1176, Ethiopia",disabled,,,,,,True
055d7202-aec8-4194-afdf-f775c86e4cd5,Harari Rural Farming Outskirts,no_match,,,,,,,,disabled,,,,,,False
0561e3f5-fc79-4bc0-a204-848d49c202f8,Senkele Hartebeest Sanctuary Conservation Base,matched,0.736,"sanctuary, Ethiopia",Wajira Hudo,Oromia,7.167028,38.2930673,"Senkelle Swayne’s Hartebeest sanctuary, Wajira Hudo, West Arsi, Oromia Region, Ethiopia",disabled,,,,,,True
0562a30c-63b6-4c1a-9d52-8cc443b9d1f1,Kuriftu Resort & Spa Lakefront Luxury,matched,0.747,"kuriftu, Ethiopia",Bishoftu,Oromia,8.7789777,39.0004021,"Lake Kuriftu, Bishoftu, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
0576571c-aa6c-4d55-9f83-39ad11d50442,Axum Stelae Artisans Market,matched,0.824,"axum, Ethiopia",Axum,Tigray,14.1220982,38.7321749,"Axum, Central Tigray, Tigray, Ethiopia",disabled,,,,,,True
0601c42b-9a91-41fe-a460-4708f4d35127,Gura Dhamole Rural Belt,matched,0.752,"bale, Ethiopia",Bale,Oromia,7.7308591,39.9998827,"Bale, Arsi, Oromia Region, Ethiopia",disabled,,,,,,True
0621462d-39b6-421d-93c2-36425fc9ba8c,Gotera & Sarbet Metropolitan Belts,matched,0.749,"gotera, Ethiopia",Kirkos,Addis Ababa,8.9820782,38.7584682,"Gotera, Kirkos, Addis Ababa, 3659, Ethiopia",disabled,,,,,,True
06546a02-bb0a-491b-8fa5-4c3ecb590753,Marriott Executive Apartments Sauna & Wellness,matched,0.72,"marriott addis, Ethiopia",Kirkos,Addis Ababa,9.010443,38.7651132,"Marriott Executive Apartments, Jomo Kenyatta Avenue, Meshuwalekiya, Kirkos, Addis Ababa, 9568, Ethiopia",disabled,,,,,,True
065fbdd8-f6fe-4fd6-ade7-38b70500f4f3,Jinka Saturday Tribal Market,matched,0.783,"jinka, Ethiopia",Jinka,South Ethiopia Regional State,5.786181,36.5654425,"Jinka, Ari Zone, South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
06692b34-d8e7-4a29-bf58-74a899324989,Mekelle Relief & Rehabilitation Projects,review,0.095,"mekelle, Ethiopia",Mek'elē,Tigray,13.4966644,39.4768259,"Mek'elē, Tigray, Ethiopia",disabled,,,,,,False
06929243-25f5-4b7f-818e-6770c4fd6500,Gofa Cultural Highlands,matched,0.784,"sawla, Ethiopia",Sawla,South Ethiopia Regional State,6.3,36.88333,"Sawla, Gofa, South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
069a3989-4cef-4a1f-9d1b-4adee39e6660,Science Museum Complex,matched,0.747,"science, Ethiopia",Kirkos,Addis Ababa,9.0211333,38.7622597,"Ethiopia Museum of Art and Science, Taitu Street, Menahereya Kazanchis, Kirkos, Addis Ababa, 7821, Ethiopia",disabled,,,,,,True
06e8bf00-f0ca-4393-b9a2-c04eb25fb2bc,Grand Royal Hotel Conference Center,matched,0.808,"bishoftu, Ethiopia",Bishoftu,Oromia,8.750004,38.981734,"Bishoftu, East Shewa, Oromia Region, 1034, Ethiopia",disabled,,,,,,True
06f3b178-5219-4a8e-b9b5-be91e7219175,Mount Chilalo Stargazing Ridge,matched,0.752,"chilalo, Ethiopia",Asella,Oromia,7.9150565,39.2620904,"Chilalo, Asella, Arsi, Oromia Region, Ethiopia",disabled,,,,,,True
06f6cccf-3b0c-4514-aac1-11d5c4531468,Wolayta Sodo Cultural Handicrafts Center,matched,0.441,"wolayta sodo, Ethiopia",Wolaita Sodo,South Ethiopia Regional State,6.8577533,37.7578499,"Wolaita Sodo, Wolayita, South Ethiopia Regional State, 4620, Ethiopia",disabled,,,,,,True
0719dd1e-6986-49b7-b092-400e2548dfc5,Inter Luxury Hotel Conference Suites,matched,0.72,"inter addis, Ethiopia",Bole,Addis Ababa,9.0060961,38.8111966,"Etab Inter medica, Egzabheraab To Mebrathail, Gerji, Bole, Addis Ababa, 2310, Ethiopia",disabled,,,,,,True
07384a8f-5e47-43e5-af76-0ed738a4f7f6,Kenenisa Hotel & High-Altitude Sports Complex,matched,0.731,"kenenisa bekele, Ethiopia",Adama,Oromia,8.5544108,39.2610051,"Kenenisa Bekele Street, Adama, Oromia Region, 0408, Ethiopia",disabled,,,,,,True
073a802a-e42d-4440-89ba-36dffc6bc0f1,Sodere Resort Convention Center,matched,0.749,"sodere, Ethiopia",Sodere,Oromia,8.4034494,39.3869748,"Sodere, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
07732b82-a311-40cc-b641-f0118bb25bce,Raya Azebo Farming Communities,matched,0.733,"raya azebo, Ethiopia",,Afar,12.66667,40.33333,"Raya Na Azebo Awraja, Zone 4, Afar Region, Ethiopia",disabled,,,,,,True
079c543b-0632-403a-a752-7f7b63cd0037,Awi Agew Honey Wine Houses,matched,0.747,"agew, Ethiopia",Agew,Tigray,12.9232371,39.6054502,"Agew, Southern Tigray, Tigray, Ethiopia",disabled,,,,,,True
07e3c3e0-9588-41e5-a2b6-5865142da6e2,Debre Marqos Cathedral,matched,0.72,"debre markos gojjam, Ethiopia",Debre Markos,Amhara,10.3060432,37.7354461,"Taf oil Ethiopia, Addis Ababa - Bahir Dar Road, دبري ماركوس, Debre Markos, Guzamn, East Gojjam, Amhara Region, Ethiopia",disabled,,,,,,True
07e446b5-5b4a-4f84-bf73-d43ac8c07f2a,Yabello Desert Off-Road Trek,matched,0.731,"Yabello, Ethiopia",Yabēlo,Oromia,4.8888074,38.109828,"Karati to Yabello, Yabēlo, Borena, Oromia Region, Ethiopia",disabled,,,,,,True
08169283-0ecd-4fee-be90-3e80c16fb6f2,Senkele Swaynes Hartebeest Sanctuary,matched,0.736,"sanctuary, Ethiopia",Wajira Hudo,Oromia,7.167028,38.2930673,"Senkelle Swayne’s Hartebeest sanctuary, Wajira Hudo, West Arsi, Oromia Region, Ethiopia",disabled,,,,,,True
081c2f68-7301-4e19-abf1-472b6b05f4b5,Woldiya Public Town Hillside,matched,0.72,"woldiya, Ethiopia",Woldia,Amhara,11.8342096,39.6056115,"Lal Hotel Woldiya, Mek'ele-Weldiya Road, Woldia, North Wollo Zone, Amhara Region, Ethiopia",disabled,,,,,,True
084c39db-ea06-4008-9c00-26f7361f4330,Wolayta Sodo Highland Hamlets,matched,0.801,"sodo, Ethiopia",Wolaita Sodo,South Ethiopia Regional State,6.8577533,37.7578499,"Wolaita Sodo, Wolayita, South Ethiopia Regional State, 4620, Ethiopia",disabled,,,,,,True
0873ce73-8dbd-4d59-a980-c8e5973b4de3,Hilton Addis Ababa Ballrooms & Grounds,matched,0.72,"hilton, Ethiopia",Kirkos,Addis Ababa,9.0187247,38.7650277,"Hilton Addis Ababa, Menelik II Avenue, Menahereya Kazanchis, Kirkos, Addis Ababa, 1164, Ethiopia",disabled,,,,,,True
08e88666-1276-403b-972c-a82a3cedd23e,Dallol Sulfur Springs,matched,0.785,"dallol, Ethiopia",,Afar,14.2424728,40.2996919,"Dallol, Zone 2, Afar Region, Ethiopia",disabled,,,,,,True
0904c198-522d-4eae-909c-1a03548e3123,Getu Commercial Center,matched,0.8,"Getu Commercial Center, Ethiopia",Kirkos,Addis Ababa,9.0023504,38.7695919,"Getu Commercial center, 990, Africa Avenue / Bole Road, Olympia, Kirkos, Addis Ababa, 1165, Ethiopia",disabled,,,,,,True
098a3ef4-e0f9-4680-a0a3-531cd2363b7c,Sor River Canopy (Rainforest Avifauna),matched,0.733,"sor, Ethiopia",,Oromia,8.41667,35.75,"Sor Na Geba Awraja, Illubabor, Oromia Region, Ethiopia",disabled,,,,,,True
099a81af-e0f6-4c9a-acb4-46edb6f64952,Petros and Paulos Monastery,existing,,,,,,,,disabled,,,,,,False
09c323bd-9d34-4fda-ac2f-15bce647102c,"Lalibela Rock-Hewn Churches (Bete Giyorgis, etc.)",matched,0.752,"lalibela, Ethiopia",Lalibela,Amhara,12.0360639,39.0456845,"Lalibela, North Wollo Zone, Amhara Region, 6500, Ethiopia",disabled,,,,,,True
09cf80ad-8f11-4213-860c-c391cac7c1e4,Guji Gold & Pastoralist Villages,review,0.34,"guji, Ethiopia",,Oromia,5.5501401,39.2030529,"Guji, Oromia Region, Ethiopia",disabled,,,,,,False
09e458fc-9121-48c5-ab82-0a2d127ef57a,Wolayta Sodo Urban Center,matched,0.801,"sodo, Ethiopia",Wolaita Sodo,South Ethiopia Regional State,6.8577533,37.7578499,"Wolaita Sodo, Wolayita, South Ethiopia Regional State, 4620, Ethiopia",disabled,,,,,,True
0a100234-8028-4018-86a7-c3803711309e,Dire Dawa Date Palm Orchards,matched,0.82,"dire dawa, Ethiopia",Dire Dawa,Dire Dawa,9.5913368,41.8566126,"Dire Dawa, Ethiopia",disabled,,,,,,True
0a20e07d-73dd-4284-ae5b-b631cc2cc559,Halala Kella Lodge Retreat & Spa,matched,0.72,"spa, Ethiopia",Bole,Addis Ababa,9.0003176,38.7872056,"spa, BL_03_564, Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia",disabled,,,,,,True
0a2a2811-9f5b-4f9a-8074-5e180fd06d45,Dek Island Ferry Terminal,matched,0.767,"dek, Ethiopia",,Amhara,11.91667,37.26667,"Dek Island, Amhara Region, Ethiopia",disabled,,,,,,True
0a56edc3-e173-4766-863d-d602923659eb,Abebe Bikila Stadium Accessible Seating Gate,matched,0.72,"gate, Ethiopia",Fonko,Central Ethiopia Regional State,7.5587636,37.8846316,"Wachemo University Main Gate, B51, Fonko, Hadiya, Central Ethiopia Regional State, Ethiopia",disabled,,,,,,True
0a71af5a-b80e-43bd-91dd-060ce654e2b5,Woldiya Community Health Centers,matched,0.72,"woldiya, Ethiopia",Woldia,Amhara,11.8342096,39.6056115,"Lal Hotel Woldiya, Mek'ele-Weldiya Road, Woldia, North Wollo Zone, Amhara Region, Ethiopia",disabled,,,,,,True
0a85ecd4-5c50-4860-b012-f6780d7ed2d3,Omo National Park (Big Game Safari),matched,0.814,"omo, Ethiopia",,,5.9896518,36.0107174,"Omo River, Ethiopia",disabled,,,,,,True
0b2fc774-3a9b-4d36-8179-10da157097ac,Limalimo Lodge,matched,0.8,"Limalimo Lodge, Ethiopia",Debebahir,Amhara,13.1979701,37.8963243,"Limalimo Lodge, B30, Debebahir, North Gondar, Amhara Region, Ethiopia",disabled,,,,,,True
0b323a29-7996-4f3d-b524-51210f902bdd,Youth & Sports Academy Complex,matched,0.85,"addis, Ethiopia",Addis Ababa,Addis Ababa,9.0358119,38.7524315,"Addis Ababa, Arada, Addis Ababa, 3578, Ethiopia",disabled,,,,,,True
0b7eda7d-dfb8-456d-b691-d6ce2890ed58,Jan Meda Racecourse & Sports Ground,matched,0.72,"jan meda, Ethiopia",Gulale,Addis Ababa,9.0466103,38.7687405,"Jan Meda, Angola Street, Gulale, Addis Ababa, 1176, Ethiopia",disabled,,,,,,True
0b82fd83-fb1a-48cb-b8f4-141efbd9cac2,Lake Ashenge Boating Shore,matched,0.779,"ashenge tigray, Ethiopia",Hashenge,Tigray,12.5793136,39.5015961,"Lake Ashenge, Hashenge, Southern Tigray, Tigray, Ethiopia",disabled,,,,,,True
0bb81add-f212-4fa1-a84c-03ac54cb7b4e,Gura Dhamole Desert Night Sky Encampment,matched,0.72,"sky, Ethiopia",Bole,Addis Ababa,8.9955205,38.7845968,"Sky Apartment, BL_03_644 Street, Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia",disabled,,,,,,True
0beb83f4-243e-4161-8657-8f7ce8b4d268,Babile Elephant Sanctuary Bush Trekking,matched,0.72,"hararghe, Ethiopia",Dire Dawa,Dire Dawa,9.593829,41.862174,"Caritas Switzerland Hararghe Coordination Office NEW, Station Road South, Ye'Selam Adarash Mengist, Dire Dawa, Ethiopia",disabled,,,,,,True
0bfc7ee8-ddd1-4b35-baa9-543a2a227862,Loleha High-End Eco-Lodge,matched,0.72,"eco, Ethiopia",Arada,Addis Ababa,9.0349152,38.7785822,"Halaba Eco Tour, 110, Comoros Street, Arada, Addis Ababa, 1176, Ethiopia",disabled,,,,,,True
0bfd7934-abde-4fff-bd12-4a56358498a0,Ethio-Kenyan Border High-Altitude Cross-Country Trails,matched,0.808,"moyale, Ethiopia",Moyale,Oromia,3.5241898,39.0512683,"Moyale, Borena, Oromia Region, Ethiopia",disabled,,,,,,True
0c0a0214-76e4-480e-8291-7d97965501da,Tekeze Dam Lake Boating & Fishing Dock,review,0.071,"tekeze dam, Ethiopia",,Tigray,13.3475448,38.7433002,"Tekezé, Central Tigray, Tigray, Ethiopia",disabled,,,,,,False
0c0f9ce0-6896-4e41-a1fa-d5e3c229b28a,Gerbi Natural Hot Springs,matched,0.733,"gerbi oromia, Ethiopia",,Oromia,8.93278,41.80361,"Gerbi, East Harerghe, Oromia Region, Ethiopia",disabled,,,,,,True
0c1a1191-572e-4565-b33c-18646387bc44,Lake Hora Water Sports & Boating Pier,matched,0.72,"hora bishoftu, Ethiopia",Bishoftu,Oromia,8.7549453,38.9902682,"Ethiopia Airforce Officer's Club, Hora street, Bishoftu, East Shewa, Oromia Region, 1034, Ethiopia",disabled,,,,,,True
0c86b942-94ae-49d7-aee3-20c43cc50fe5,Capital Hotel & Spa Wellness Facilities,matched,0.72,"capital addis, Ethiopia",Bole,Addis Ababa,9.0134031,38.7797654,"Capital Hotel & Spa, Haile Gebresellasie Avenue, Urael, Bole, Addis Ababa, 2332, Ethiopia",disabled,,,,,,True
0cc86c22-d3a7-48d9-ac1a-1478f842b8ff,Dirre Sheikh Hussein Pilgrims Village,matched,0.752,"bale, Ethiopia",Bale,Oromia,7.7308591,39.9998827,"Bale, Arsi, Oromia Region, Ethiopia",disabled,,,,,,True
0ce80aca-c141-4001-bc27-6c5a65e10179,Debre Damo Monastery,existing,,,,,,,,disabled,,,,,,False
0d1058d2-0ac5-4f62-904a-86b77a783a9f,Ethnological Museum,review,0.031,"Ethnological Museum, Ethiopia",Gulale,Addis Ababa,9.0467209,38.7576402,"Institute of Ethiopian Studies, Arada 6_1083 St., Sidist Kilo, Gulale, Addis Ababa, 1176, Ethiopia",disabled,,,,,,False
0d291d6c-0210-408b-87a8-fbc919f72dc5,Dembi Waterfall & Forest Sanctuary,matched,0.749,"dembi, Ethiopia",Dembi,Oromia,8.08089,36.462738,"Dembi, Illubabor, Oromia Region, Ethiopia",disabled,,,,,,True
0db2f2ba-292b-4bfd-a534-f3bbcf855467,Tekeze River Canyon Trekking,matched,0.749,"tekeze, Ethiopia",Tekeze,Amhara,11.8756797,38.9503039,"Tekeze, North Wollo Zone, Amhara Region, Ethiopia",disabled,,,,,,True
0deb4635-ec6e-41d1-95cf-f0b0d2389259,Haile Resort Hawassa Convention Center,matched,0.808,"hawassa, Ethiopia",Hawassa,Sidama,7.0481029,38.47861,"Hawassa, Sidama, 1923, Ethiopia",disabled,,,,,,True
0e063698-9ba5-4022-b19f-818523281e33,Marriott Executive Apartments Luxury Penthouses,matched,0.72,"marriott, Ethiopia",Kirkos,Addis Ababa,9.010443,38.7651132,"Marriott Executive Apartments, Jomo Kenyatta Avenue, Meshuwalekiya, Kirkos, Addis Ababa, 9568, Ethiopia",disabled,,,,,,True
0e43bad9-7f39-4795-be9d-01fd987acf85,Awash National Park Arid Ecosystem Research Outpost,matched,0.813,"awash, Ethiopia",,,9.9749582,40.3904199,"Awash, Ethiopia",disabled,,,,,,True
0e4d4519-15ac-4164-95ff-67610eea618a,Bishoftu Pyramids Resort Meeting Facilities,matched,0.808,"bishoftu, Ethiopia",Bishoftu,Oromia,8.750004,38.981734,"Bishoftu, East Shewa, Oromia Region, 1034, Ethiopia",disabled,,,,,,True
0e620435-6085-42a3-83a5-850fef257e71,Fincha Dam Lake Water Tours,matched,0.736,"fincha dam, Ethiopia",Finicha'a,Oromia,9.5578092,37.3662213,"Fincha Dam, Finicha'a, Horo Guduru, Oromia Region, Ethiopia",disabled,,,,,,True
0e95b8df-daa1-4410-a730-189befba6f99,Arba Minch Crocodile Ranch Trail Running Loop,matched,0.804,"arba minch, Ethiopia",Arba Minch,South Ethiopia Regional State,6.0215142,37.5539809,"Arba Minch, Gamo, South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
0f2b4014-1411-4d39-9d1f-ab7c9840a894,Gojjam Teff Farming Cooperatives,matched,0.733,"gojam, Ethiopia",Degan,Amhara,11.18333,39.9,"Gojam, Degan, South Wollo, Amhara Region, Ethiopia",disabled,,,,,,True
0f3ec61a-c1a4-4baf-bfdc-6913b4805a5c,Yeha Village Public Walkway,matched,0.789,"yeha, Ethiopia",,Tigray,14.25,38.91667,"Yeha, Central Tigray, Tigray, Ethiopia",disabled,,,,,,True
0f49f40b-5d9b-48c8-900f-c01e75ff02c0,Addis Ababa City Center (Meskel Square & Imperial Zones),matched,0.781,"meskel square addis ababa, Ethiopia",Kirkos,Addis Ababa,9.0102293,38.7606309,"Meskel Square, Meshuwalekiya, Kirkos, Addis Ababa, Ethiopia",disabled,,,,,,True
0f779742-b201-49c7-858f-d1eadb6516b3,Lalibela Rock Churches,matched,0.752,"lalibela, Ethiopia",Lalibela,Amhara,12.0360639,39.0456845,"Lalibela, North Wollo Zone, Amhara Region, 6500, Ethiopia",disabled,,,,,,True
0f7c84bd-4645-4e2b-b0c8-c603b9a940b1,Entoto Mountain Zipline & Rope Course,matched,0.85,"addis, Ethiopia",Addis Ababa,Addis Ababa,9.0358119,38.7524315,"Addis Ababa, Arada, Addis Ababa, 3578, Ethiopia",disabled,,,,,,True
0fa2359e-59e0-4cb3-867c-b289e8e9a009,Silte Mixed Agro-Farms,matched,0.72,"silte, Ethiopia",Kolfe Keranio,Addis Ababa,8.9811975,38.6852742,"Silte Sefer, Jemma Street, Repi, Kolfe Keranio, Addis Ababa, 1061, Ethiopia",disabled,,,,,,True
0fb928af-dda8-4f10-8883-ac29911ded6d,Ankober Escarpment Rift Valley Wall Views,matched,0.786,"ankober, Ethiopia",Ankober,Amhara,9.5911547,39.7338213,"Ankober, North Shewa (Amhara Region), Amhara Region, Ethiopia",disabled,,,,,,True
0ff366be-2732-444c-bad4-160e65b47fb1,Lalibela Surrounding Highland Hamlets,matched,0.752,"lalibela, Ethiopia",Lalibela,Amhara,12.0360639,39.0456845,"Lalibela, North Wollo Zone, Amhara Region, 6500, Ethiopia",disabled,,,,,,True
10428c4d-037c-4235-a04c-81eeedfcbb52,Jinka South Omo Health & Education Volunteer Base,matched,0.749,"jinka south omo, Ethiopia",,South Ethiopia Regional State,5.6783612,36.4016482,"Jinka Wenz, South Omo, South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
106667fc-ad59-4c8f-9c5f-52b2f5ae9284,Harar Jugol (Historic Walled City),existing,,,,,,,,disabled,,,,,,False
1083c39b-85cc-457d-9a68-518fe138f7be,Addis Ababa Italian Occupation Fortifications,matched,0.783,"entoto, Ethiopia",Sululta,Oromia,9.1080861,38.8193556,"Entoto, Sululta, North Shewa (Oromia Region), Oromia Region, Ethiopia",disabled,,,,,,True
10995a8c-f549-4261-9251-3c7e872b92b8,Argobba Heritage Villages,matched,0.733,"argobba, Ethiopia",,Afar,9.5,39.95,"Argobba, Zone 3, Afar Region, Ethiopia",disabled,,,,,,True
