id,name,geocode_status,resolution_level,anchor_approved,geocode_error,score,matched_query,city,region,lat,lng,matched_address,image_status,image_file,image_match_score,image_search,image_source,image_license,generated_update,image_approved
06f3b178-5219-4a8e-b9b5-be91e7219175,Mount Chilalo Stargazing Ridge,existing,,False,,,,,,,,,no_match,,,,,,False,False
06f6cccf-3b0c-4514-aac1-11d5c4531468,Wolayta Sodo Cultural Handicrafts Center,existing,,False,,,,,,,,,matched,destination-images/wolayta-sodo-cultural-handicrafts-center/cover.webp,1.0,wolayta sodo,https://commons.wikimedia.org/wiki/File:Wolayta_Sodo.jpg,CC BY-SA 4.0,True,True
0719dd1e-6986-49b7-b092-400e2548dfc5,Inter Luxury Hotel Conference Suites,existing,,False,,,,,,,,,no_match,,,,,,False,False
07384a8f-5e47-43e5-af76-0ed738a4f7f6,Kenenisa Hotel & High-Altitude Sports Complex,existing,,False,,,,,,,,,no_match,,,,,,False,False
073a802a-e42d-4440-89ba-36dffc6bc0f1,Sodere Resort Convention Center,existing,,False,,,,,,,,,matched,,0.5,sodere,https://commons.wikimedia.org/wiki/File:Campfire_Sodere.jpg,CC BY-SA 4.0,False,False
07732b82-a311-40cc-b641-f0118bb25bce,Raya Azebo Farming Communities,existing,,False,,,,,,,,,no_match,,,,,,False,False
079c543b-0632-403a-a752-7f7b63cd0037,Awi Agew Honey Wine Houses,existing,,False,,,,,,,,,no_match,,,,,,False,False
07e3c3e0-9588-41e5-a2b6-5865142da6e2,Debre Marqos Cathedral,existing,,False,,,,,,,,,no_match,,,,,,False,False
07e446b5-5b4a-4f84-bf73-d43ac8c07f2a,Yabello Desert Off-Road Trek,existing,,False,,,,,,,,,no_match,,,,,,False,False
08169283-0ecd-4fee-be90-3e80c16fb6f2,Senkele Swaynes Hartebeest Sanctuary,existing,,False,,,,,,,,,no_match,,,,,,False,False
081c2f68-7301-4e19-abf1-472b6b05f4b5,Woldiya Public Town Hillside,existing,,False,,,,,,,,,no_match,,,,,,False,False
084c39db-ea06-4008-9c00-26f7361f4330,Wolayta Sodo Highland Hamlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
0873ce73-8dbd-4d59-a980-c8e5973b4de3,Hilton Addis Ababa Ballrooms & Grounds,existing,,False,,,,,,,,,no_match,,,,,,False,False
08e88666-1276-403b-972c-a82a3cedd23e,Dallol Sulfur Springs,existing,,False,,,,,,,,,matched,destination-images/dallol-sulfur-springs/cover.webp,0.5,Dallol Sulfur Springs,https://commons.wikimedia.org/wiki/File:ET_Afar_asv2018-01_img36_Dallol.jpg,FAL,True,True
0904c198-522d-4eae-909c-1a03548e3123,Getu Commercial Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
098a3ef4-e0f9-4680-a0a3-531cd2363b7c,Sor River Canopy (Rainforest Avifauna),existing,,False,,,,,,,,,no_match,,,,,,False,False
099a81af-e0f6-4c9a-acb4-46edb6f64952,Petros and Paulos Monastery,existing,,False,,,,,,,,,disabled,,,,,,False,False
09c323bd-9d34-4fda-ac2f-15bce647102c,"Lalibela Rock-Hewn Churches (Bete Giyorgis, etc.)",existing,,False,,,,,,,,,matched,destination-images/lalibela-rock-hewn-churches-bete-giyorgis-etc/cover.webp,0.8,lalibela unesco,"https://commons.wikimedia.org/wiki/File:Priest_of_rock-Hewn_Churches_of_Lalibela,_a_high_place_of_Ethiopian_Christianity,_still_today_a_place_of_pilmigrage_and_devotion..jpg",CC BY-SA 3.0 igo,True,True
09cf80ad-8f11-4213-860c-c391cac7c1e4,Guji Gold & Pastoralist Villages,existing,,False,,,,,,,,,no_match,,,,,,False,False
09e458fc-9121-48c5-ab82-0a2d127ef57a,Wolayta Sodo Urban Center,existing,,False,,,,,,,,,matched,destination-images/wolayta-sodo-urban-center/cover.webp,1.0,wolayta sodo,https://commons.wikimedia.org/wiki/File:Wolayta_Sodo.jpg,CC BY-SA 4.0,True,True
0a100234-8028-4018-86a7-c3803711309e,Dire Dawa Date Palm Orchards,existing,,False,,,,,,,,,no_match,,,,,,False,False
0a20e07d-73dd-4284-ae5b-b631cc2cc559,Halala Kella Lodge Retreat & Spa,existing,,False,,,,,,,,,no_match,,,,,,False,False
0a2a2811-9f5b-4f9a-8074-5e180fd06d45,Dek Island Ferry Terminal,existing,,False,,,,,,,,,no_match,,,,,,False,False
0a56edc3-e173-4766-863d-d602923659eb,Abebe Bikila Stadium Accessible Seating Gate,existing,,False,,,,,,,,,no_match,,,,,,False,False
0a71af5a-b80e-43bd-91dd-060ce654e2b5,Woldiya Community Health Centers,existing,,False,,,,,,,,,no_match,,,,,,False,False
0a85ecd4-5c50-4860-b012-f6780d7ed2d3,Omo National Park (Big Game Safari),existing,,False,,,,,,,,,no_match,,,,,,False,False
0b2fc774-3a9b-4d36-8179-10da157097ac,Limalimo Lodge,existing,,False,,,,,,,,,no_match,,,,,,False,False
0b323a29-7996-4f3d-b524-51210f902bdd,Youth & Sports Academy Complex,existing,,False,,,,,,,,,no_match,,,,,,False,False
0b7eda7d-dfb8-456d-b691-d6ce2890ed58,Jan Meda Racecourse & Sports Ground,existing,,False,,,,,,,,,no_match,,,,,,False,False
0b82fd83-fb1a-48cb-b8f4-141efbd9cac2,Lake Ashenge Boating Shore,existing,,False,,,,,,,,,matched,destination-images/lake-ashenge-boating-shore/cover.webp,0.5,ashenge tigray,https://commons.wikimedia.org/wiki/File:Ashenge_NASA.jpg,Public domain,True,True
0bb81add-f212-4fa1-a84c-03ac54cb7b4e,Gura Dhamole Desert Night Sky Encampment,existing,,False,,,,,,,,,no_match,,,,,,False,False
0beb83f4-243e-4161-8657-8f7ce8b4d268,Babile Elephant Sanctuary Bush Trekking,existing,,False,,,,,,,,,no_match,,,,,,False,False
0bfc7ee8-ddd1-4b35-baa9-543a2a227862,Loleha High-End Eco-Lodge,existing,,False,,,,,,,,,no_match,,,,,,False,False
0bfd7934-abde-4fff-bd12-4a56358498a0,Ethio-Kenyan Border High-Altitude Cross-Country Trails,existing,,False,,,,,,,,,no_match,,,,,,False,False
0c0a0214-76e4-480e-8291-7d97965501da,Tekeze Dam Lake Boating & Fishing Dock,existing,,False,,,,,,,,,matched,destination-images/tekeze-dam-lake-boating-fishing-dock/cover.webp,0.667,tekeze dam,https://commons.wikimedia.org/wiki/File:Tekeze_dam_-_panoramio.jpg,CC BY-SA 3.0,True,True
0c0f9ce0-6896-4e41-a1fa-d5e3c229b28a,Gerbi Natural Hot Springs,existing,,False,,,,,,,,,no_match,,,,,,False,False
0c1a1191-572e-4565-b33c-18646387bc44,Lake Hora Water Sports & Boating Pier,existing,,False,,,,,,,,,no_match,,,,,,False,False
0c86b942-94ae-49d7-aee3-20c43cc50fe5,Capital Hotel & Spa Wellness Facilities,existing,,False,,,,,,,,,matched,,0.5,capital addis,"https://commons.wikimedia.org/wiki/File:Arch_in_Addis_Ababa,_the_capital_of_Ethiopia,_1985.jpg",Public domain,False,False
0cc86c22-d3a7-48d9-ac1a-1478f842b8ff,Dirre Sheikh Hussein Pilgrims Village,existing,,False,,,,,,,,,matched,destination-images/dirre-sheikh-hussein-pilgrims-village/cover.webp,0.667,sheikh hussein bale,https://commons.wikimedia.org/wiki/File:Sheikh_Hussein.jpg,CC BY-SA 3.0,True,True
0ce80aca-c141-4001-bc27-6c5a65e10179,Debre Damo Monastery,existing,,False,,,,,,,,,disabled,,,,,,False,False
0d1058d2-0ac5-4f62-904a-86b77a783a9f,Ethnological Museum,existing,,False,,,,,,,,,matched,destination-images/ethnological-museum/cover.webp,0.5,Ethnological Museum,https://commons.wikimedia.org/wiki/File:Ethnological_Museum_of_Ethiopia_in_Addis_Ababa.jpg,CC BY 4.0,True,True
0d291d6c-0210-408b-87a8-fbc919f72dc5,Dembi Waterfall & Forest Sanctuary,existing,,False,,,,,,,,,no_match,,,,,,False,False
0db2f2ba-292b-4bfd-a534-f3bbcf855467,Tekeze River Canyon Trekking,existing,,False,,,,,,,,,no_match,,,,,,False,False
0deb4635-ec6e-41d1-95cf-f0b0d2389259,Haile Resort Hawassa Convention Center,existing,,False,,,,,,,,,matched,,0.5,hawassa,https://commons.wikimedia.org/wiki/File:Hawassa_Stadium.jpg,CC BY-SA 4.0,False,False
0e063698-9ba5-4022-b19f-818523281e33,Marriott Executive Apartments Luxury Penthouses,existing,,False,,,,,,,,,no_match,,,,,,False,False
0e43bad9-7f39-4795-be9d-01fd987acf85,Awash National Park Arid Ecosystem Research Outpost,existing,,False,,,,,,,,,no_match,,,,,,False,False
0e4d4519-15ac-4164-95ff-67610eea618a,Bishoftu Pyramids Resort Meeting Facilities,existing,,False,,,,,,,,,no_match,,,,,,False,False
0e620435-6085-42a3-83a5-850fef257e71,Fincha Dam Lake Water Tours,existing,,False,,,,,,,,,no_match,,,,,,False,False
0e95b8df-daa1-4410-a730-189befba6f99,Arba Minch Crocodile Ranch Trail Running Loop,existing,,False,,,,,,,,,no_match,,,,,,False,False
0f2b4014-1411-4d39-9d1f-ab7c9840a894,Gojjam Teff Farming Cooperatives,existing,,False,,,,,,,,,no_match,,,,,,False,False
0f3ec61a-c1a4-4baf-bfdc-6913b4805a5c,Yeha Village Public Walkway,existing,,False,,,,,,,,,no_match,,,,,,False,False
0f49f40b-5d9b-48c8-900f-c01e75ff02c0,Addis Ababa City Center (Meskel Square & Imperial Zones),existing,,False,,,,,,,,,matched,destination-images/addis-ababa-city-center-meskel-square-imperial-zones/cover.webp,0.8,meskel square addis ababa,"https://commons.wikimedia.org/wiki/File:Meskel_Square,_Addis_Ababa.jpg",CC BY 3.0 pl,True,True
0f779742-b201-49c7-858f-d1eadb6516b3,Lalibela Rock Churches,existing,,False,,,,,,,,,matched,destination-images/lalibela-rock-churches/cover.webp,1.0,Lalibela Rock Churches,https://commons.wikimedia.org/wiki/File:Priest_Sits_outside_Northwestern_Cluster_of_Rock-Hewn_Churches_-_Lalibela_-_Ethiopia_(8730960585).jpg,CC BY-SA 2.0,True,True
0f7c84bd-4645-4e2b-b0c8-c603b9a940b1,Entoto Mountain Zipline & Rope Course,existing,,False,,,,,,,,,no_match,,,,,,False,False
0fa2359e-59e0-4cb3-867c-b289e8e9a009,Silte Mixed Agro-Farms,existing,,False,,,,,,,,,no_match,,,,,,False,False
0fb928af-dda8-4f10-8883-ac29911ded6d,Ankober Escarpment Rift Valley Wall Views,existing,,False,,,,,,,,,no_match,,,,,,False,False
0ff366be-2732-444c-bad4-160e65b47fb1,Lalibela Surrounding Highland Hamlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
10428c4d-037c-4235-a04c-81eeedfcbb52,Jinka South Omo Health & Education Volunteer Base,existing,,False,,,,,,,,,matched,destination-images/jinka-south-omo-health-education-volunteer-base/cover.webp,0.667,jinka south omo,https://commons.wikimedia.org/wiki/File:South-Omo_Museum_(12007429703).jpg,CC BY 2.0,True,True
106667fc-ad59-4c8f-9c5f-52b2f5ae9284,Harar Jugol (Historic Walled City),existing,,False,,,,,,,,,disabled,,,,,,False,False
1083c39b-85cc-457d-9a68-518fe138f7be,Addis Ababa Italian Occupation Fortifications,existing,,False,,,,,,,,,no_match,,,,,,False,False
10995a8c-f549-4261-9251-3c7e872b92b8,Argobba Heritage Villages,existing,,False,,,,,,,,,no_match,,,,,,False,False
10a673a7-4637-4406-b3ce-1ba3b0959686,Lake Babogaya Kayak & Boat Launches,existing,,False,,,,,,,,,no_match,,,,,,False,False
10aad439-21ab-49ae-bad6-cd8d0e02d12f,Teppi Coffee & Spice Plantation Estate,existing,,False,,,,,,,,,no_match,,,,,,False,False
10c92854-678b-4c37-9275-8d10f798aa6d,Entoto Planetarium Complex,existing,,False,,,,,,,,,no_match,,,,,,False,False
10cae156-391a-4c15-9fa6-2d9adfd70352,Gidole Terraces & Rural Hamlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
113b58ce-45b5-4569-89d4-f5f7ca88df14,Kadisco General Hospital,existing,,False,,,,,,,,,no_match,,,,,,False,False
1199349e-9884-4cf4-9829-6629cbdc454a,Nechisar National Park Anti-Poaching Base,existing,,False,,,,,,,,,no_match,,,,,,False,False
11d5d687-cf9d-4d2e-80fa-c16dc4bc2d07,Sabana Beach Resort Main Level Pavilions,existing,,False,,,,,,,,,no_match,,,,,,False,False
123cfd93-3039-4f07-a333-891d1dae1ff3,Adama Central Commercial Market,existing,,False,,,,,,,,,no_match,,,,,,False,False
128ea5e5-e0c7-4b55-ab19-15fcaa579189,Masha Rainforest Honey Villages,existing,,False,,,,,,,,,no_match,,,,,,False,False
128fc595-bc5c-412c-9acb-c322347df6f3,Gorgora Eco-Resort Marina Complex,existing,,False,,,,,,,,,no_match,,,,,,False,False
12d7c2e5-6f22-407c-b6f5-f9d62a3f7e4f,Hyatt Regency Oasis Spa,existing,,False,,,,,,,,,no_match,,,,,,False,False
131993b4-a8b5-41cb-a8d1-5e2610dfd540,Bishoftu Lake Kilole Water Outpost,existing,,False,,,,,,,,,matched,destination-images/bishoftu-lake-kilole-water-outpost/cover.webp,0.5,kilole bishoftu,https://commons.wikimedia.org/wiki/File:Bishoftu_volcanic_field.jpg,Public domain,True,True
133d233e-e6d0-4a8e-803a-7a7b8b5bde07,Metu Town Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
13e068c7-3d20-4a4e-b74b-3b403ab237a2,Abuna Yemata Guh Rock Climb,existing,,False,,,,,,,,,matched,destination-images/abuna-yemata-guh-rock-climb/cover.webp,0.6,Abuna Yemata Guh Rock Climb,https://commons.wikimedia.org/wiki/File:Abuna_Yemata_Guh_Monk.jpg,CC BY-SA 2.0,True,True
142fb748-0f18-4bf9-841b-11aa0b15611d,Gondar City Center Public Walkway,existing,,False,,,,,,,,,no_match,,,,,,False,False
146f6075-c877-4699-affe-e3d724587aa7,Dorze Eco-Lodge & Cultural Highlands,existing,,False,,,,,,,,,no_match,,,,,,False,False
148034e4-7fe4-4dad-8d25-5be713fff5fe,Yabello Borena Cattle Breeding Research Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
14cd6748-c252-4f1d-af1b-7145c3d63012,Lalibela Church Street Craft & Cross Vendors,existing,,False,,,,,,,,,no_match,,,,,,False,False
14dcdb3b-f234-4f0e-9ddb-270c10ebcc13,Assab Road Historical Conflict Sites,existing,,False,,,,,,,,,no_match,,,,,,False,False
14f1955f-8954-4783-bac3-6c65d261f23b,Al-Nejashi Shrine,existing,,False,,,,,,,,,no_match,,,,,,False,False
14fcb4c1-abbd-41c3-b00f-cf1decb0777c,Lake Ziway Gelila Island Boat Trail,existing,,False,,,,,,,,,no_match,,,,,,False,False
151689f0-1345-4c94-8b5e-4cf3b59dfae8,Chebera Churchura National Park (African Elephants),existing,,False,,,,,,,,,no_match,,,,,,False,False
154e92cf-82ab-4022-9339-7a382efd7a69,Semera Afar Plain Astronomical Observation Sites,existing,,False,,,,,,,,,no_match,,,,,,False,False
155560ee-ef59-4e8f-9b0a-da01cfb2db33,Gerbi Natural Hot Springs Retreat,existing,,False,,,,,,,,,no_match,,,,,,False,False
15580d30-aaf4-41e6-8928-1b7ce0c5b9d7,Tomoca Coffee Original Shop,existing,,False,,,,,,,,,no_match,,,,,,False,False
15b19af3-fa80-42e8-a887-582c31528014,Gondar Saturday Market,existing,,False,,,,,,,,,no_match,,,,,,False,False
15d4cc48-4db3-4cbb-91c9-c60fa8b4dc57,Lewi Resort & Wellness Spa,existing,,False,,,,,,,,,no_match,,,,,,False,False
15f2bcde-0809-406f-8919-09b8f795e41a,Menz Mama Midir Wool Farming Hamlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
160260ef-113c-4092-b084-b9344923802e,Bole Medhanealem Modern Fusion & Bistro Belt,existing,,False,,,,,,,,,no_match,,,,,,False,False
160cbdd9-963a-4959-8f22-f565a0621de3,Suba Forest Tree Planting Volunteers Hub,existing,,False,,,,,,,,,no_match,,,,,,False,False
1618e41c-dd41-468c-bc4d-eb68f0980534,Geralle National Park (Giraffes & Gazelles),existing,,False,,,,,,,,,no_match,,,,,,False,False
16716603-1c73-4a69-b4e5-aa9673c399fd,Wushwush Tea Estate & Factory,existing,,False,,,,,,,,,no_match,,,,,,False,False
16b17298-cf95-44da-b6a5-4c1bce95c425,Imperial Club Sports Facilities,existing,,False,,,,,,,,,no_match,,,,,,False,False
16c62e77-ebbe-46f9-ac95-2a3784f4b47b,Haile Resort Hawassa Private Boat Pier,existing,,False,,,,,,,,,matched,destination-images/haile-resort-hawassa-private-boat-pier/cover.webp,0.667,boat hawassa,"https://commons.wikimedia.org/wiki/File:Reed_Boat,_Lake_Hawassa_(10903076965).jpg",CC BY-SA 2.0,True,True
171119ef-dd22-425f-93bc-654ef09a656a,Menz Guassa Silent Wilderness Camp,existing,,False,,,,,,,,,no_match,,,,,,False,False
17182a01-db5e-4920-b6bb-5927b96a2ccb,Silte Halawa & Traditional Confectionery Outlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
17520cea-bed8-4aa0-b020-30e597001408,Lake Kuriftu Waterpark Boating Marina,existing,,False,,,,,,,,,no_match,,,,,,False,False
175f8db8-fab1-4154-8709-8b21e6b308e7,Lake Hayq & Stephens Monastery Sanctuary,existing,,False,,,,,,,,,no_match,,,,,,False,False
1776863c-a67a-47a1-a39b-1ff5f28972a2,Yaya Africa Athletics Village,existing,,False,,,,,,,,,matched,destination-images/yaya-africa-athletics-village/cover.webp,1.0,Yaya Africa Athletics Village,https://commons.wikimedia.org/wiki/File:Yaya_Africa_Athletics_Village.jpg,CC BY-SA 3.0,True,True
1780d35c-2488-4b5e-b3ae-042a32f6c0b7,Filwoha Thermal Mineral Baths,existing,,False,,,,,,,,,no_match,,,,,,False,False
17cdd081-8692-4079-ad33-6a5c3db45ad7,Dil Chora Hospital,existing,,False,,,,,,,,,matched,destination-images/dil-chora-hospital/cover.webp,1.0,Dil Chora Hospital,"https://commons.wikimedia.org/wiki/File:Dil_Chora_Hospital,_Dire_Dawa,_Ethiopia,_2010_(5117158873).jpg",CC BY 2.0,True,True
1802b841-f5a4-49fe-9c32-efbd4b5e966e,Dirre Sheikh Hussein Sacred Site,existing,,False,,,,,,,,,no_match,,,,,,False,False
184162e1-10f4-47c4-8df2-43e9baef7374,Key Afer Market,existing,,False,,,,,,,,,matched,destination-images/key-afer-market/cover.webp,1.0,Key Afer Market,"https://commons.wikimedia.org/wiki/File:Banna_Tribe,_KEy_Afer_Market_(8141395546).jpg",CC BY-SA 2.0,True,True
1861714b-d99d-45db-9295-7a295c30b79f,Arbore Pastoralist Hamlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
18d1a00d-e89d-4c2a-81e3-727d2f2c2196,Kafa Biosphere Waterfall & Wild Coffee Forests,existing,,False,,,,,,,,,no_match,,,,,,False,False
18e7ff60-d9b4-4951-b88f-f1881b20abad,Yanet Specialized Hospital,existing,,False,,,,,,,,,no_match,,,,,,False,False
1911def4-e997-465b-a0a3-6d9d84380461,Dima River Canyon Adventure Trail,existing,,False,,,,,,,,,no_match,,,,,,False,False
1976295f-ecce-48f7-bbc3-cc4f1b53fef3,Ethiopian Postal Museum,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a0fe466-2e4e-4af5-8db4-43be8bea6df0,Gheralta Escarpment Farm Settlements,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a1c5e1b-dafa-4c16-b381-623fbaa66752,Beynuna Village Community,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a209072-6ad4-4054-a3d1-7a60411b1120,Saris & Kera Urban Districts,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a38eefe-828e-469c-ae8b-5bbe525db738,Dimeka Tribal Souvenir & Crafts Market,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a3d3411-dd15-4ebd-87ad-be817055defb,Debre Markos Urban Hub,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a3def45-0960-4282-bebd-627a7cb980c4,Argobba Ancient Settlements,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a5b3dff-4d10-4581-8c58-b2c5f9aec1f4,Mount Kundudo Feral Horse Sanctuary,existing,,False,,,,,,,,,no_match,,,,,,False,False
1a96e60a-57ff-432a-8daf-6e94fe955bc4,Gore Historic Urban Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
1b0cc407-865c-4661-94dd-c1fcd6c13494,Ankober St. George Church,existing,,False,,,,,,,,,no_match,,,,,,False,False
1b0dae3c-22ba-4e5d-ba89-22160801cca4,Konso Soil Erosion & Cultural Preservation Sites,existing,,False,,,,,,,,,no_match,,,,,,False,False
